Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,strain,sub_species,tissue,isolation_source,sample_type
SRR15461453,8,WXS,302,27430274346,PRJNA752630,SAMN08874637,Model organism or animal,Golden retriever,8598269054,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760785,Illumina NovaSeq 6000,not applicable,cf_Punch17,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T10:50:00Z,1,33DIG,female,SRP332589,not applicable,familiaris,DLBCL,33DIG_DLBCL,tissue sample
SRR15461454,6,WXS,302,37815872844,PRJNA752630,SAMN08874636,Model organism or animal,Rottweiler,11567517748,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760784,Illumina NovaSeq 6000,not applicable,cf_Punch16,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:51:00Z,1,32TEB,female,SRP332589,not applicable,familiaris,DLBCL,32TEB_DLBCL,tissue sample
SRR15461455,3,WXS,302,52156320798,PRJNA752630,SAMN08874635,Model organism or animal,Mountain dog,16018895806,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760783,Illumina NovaSeq 6000,not applicable,cf_Punch15,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:55:00Z,1,30CER,male,SRP332589,not applicable,familiaris,DLBCL,30CER_DLBCL,tissue sample
SRR15461456,6,WXS,302,51016581556,PRJNA752630,SAMN08874634,Model organism or animal,mixed breed breed,15291310909,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760782,Illumina NovaSeq 6000,not applicable,cf_Punch14,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:26:00Z,1,2VOL,male,SRP332589,not applicable,familiaris,DLBCL,2VOL_DLBCL,tissue sample
SRR15461457,10,WXS,302,47985387020,PRJNA752630,SAMN08874632,Model organism or animal,German shepherd,14460269639,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760781,Illumina NovaSeq 6000,not applicable,cf_Punch13,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:44:00Z,1,28MAN,male,SRP332589,not applicable,familiaris,DLBCL,28MAN_DLBCL,tissue sample
SRR15461458,5,WXS,302,50407016602,PRJNA752630,SAMN08874630,Model organism or animal,German shepherd,15308930591,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760780,Illumina NovaSeq 6000,not applicable,cf_Punch12,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:16:00Z,1,26PAS,female,SRP332589,not applicable,familiaris,DLBCL,26PAS_DLBCL,tissue sample
SRR15461459,12,WXS,302,37547679026,PRJNA752630,SAMN08874629,Model organism or animal,mixed breed,11817252576,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760779,Illumina NovaSeq 6000,not applicable,cf_Punch11,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:55:00Z,1,24ERM,female,SRP332589,not applicable,familiaris,DLBCL,24ERM_DLBCL,tissue sample
SRR15461460,11,WXS,302,46484246492,PRJNA752630,SAMN08874628,Model organism or animal,American Staffordshire Terrier,13959530074,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760778,Illumina NovaSeq 6000,not applicable,cf_Punch10,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:30:00Z,1,23RAI,male,SRP332589,not applicable,familiaris,DLBCL,23RAI_DLBCL,tissue sample
SRR15461461,6,WXS,302,60699808990,PRJNA752630,SAMN08874627,Model organism or animal,Jack Russel,18263226839,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760777,Illumina NovaSeq 6000,not applicable,cf_Punch9,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:55:00Z,1,21STA,male,SRP332589,not applicable,familiaris,DLBCL,21STA_DLBCL,tissue sample
SRR15461462,15,WXS,302,56129261262,PRJNA752630,SAMN08874625,Model organism or animal,English Setter,17032145107,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760776,Illumina NovaSeq 6000,not applicable,cf_Punch8,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:21:00Z,1,19DON,male,SRP332589,not applicable,familiaris,DLBCL,19DON_DLBCL,tissue sample
SRR15461463,5,WXS,301,64486261017,PRJNA752630,SAMN08874623,Model organism or animal,Rottweiler,20317548823,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760775,Illumina NovaSeq 6000,not applicable,cf_DLBCL6,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:52:00Z,1,17CAN,male,SRP332589,not applicable,familiaris,DLBCL,17CAN_DLBCL,tissue sample
SRR15461464,7,WXS,302,56769456264,PRJNA752630,SAMN08874624,Model organism or animal,Border collie,17216121157,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760774,Illumina NovaSeq 6000,not applicable,cf_Punch7,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:22:00Z,1,18COR,female,SRP332589,not applicable,familiaris,DLBCL,18COR_DLBCL,tissue sample
SRR15461465,5,WXS,297,40863048714,PRJNA752630,SAMN08874623,Model organism or animal,Rottweiler,14017125379,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760773,Illumina NovaSeq 6000,not applicable,cf_Punch6,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:58:00Z,1,17CAN,male,SRP332589,not applicable,familiaris,DLBCL,17CAN_DLBCL,tissue sample
SRR15461466,5,WXS,302,49454230460,PRJNA752630,SAMN08874622,Model organism or animal,Poodle,14838422715,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760772,Illumina NovaSeq 6000,not applicable,cf_Punch5,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:57:00Z,1,16RIG,male,SRP332589,not applicable,familiaris,DLBCL,16RIG_DLBCL,tissue sample
SRR15461467,15,WXS,302,57344755694,PRJNA752630,SAMN08874621,Model organism or animal,Yorkshire terrier,17364628344,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760771,Illumina NovaSeq 6000,not applicable,cf_Punch4,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:37:00Z,1,13ZOP,female,SRP332589,not applicable,familiaris,DLBCL,13ZOP_DLBCL,tissue sample
SRR15461468,14,WXS,300,48921112232,PRJNA752630,SAMN08874620,Model organism or animal,Poodle,15925867496,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760770,Illumina NovaSeq 6000,not applicable,cf_Punch3,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T11:35:00Z,1,12CAN,female,SRP332589,not applicable,familiaris,DLBCL,12CAN_DLBCL,tissue sample
SRR15461469,6,WXS,302,57641118260,PRJNA752630,SAMN08874619,Model organism or animal,Boxer,17114393146,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760769,Illumina NovaSeq 6000,not applicable,cf_Punch2,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:54:00Z,1,11DES,male,SRP332589,not applicable,familiaris,DLBCL,11DES_DLBCL,tissue sample
SRR15461470,10,WXS,300,47410467122,PRJNA752630,SAMN08874618,Model organism or animal,Cocker Spaniel,15254424793,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760768,Illumina NovaSeq 6000,not applicable,cf_Punch1,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:14:00Z,1,10BIN,female,SRP332589,not applicable,familiaris,DLBCL,10BIN_DLBCL,tissue sample
SRR15461471,9,WXS,302,59387298568,PRJNA752630,SAMN08874667,Model organism or animal,German shepherd,17940367330,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760767,Illumina NovaSeq 6000,not applicable,cf_DLBCL43,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:18:00Z,1,6SBR,female,SRP332589,not applicable,familiaris,DLBCL,6SBR_DLBCL,tissue sample
SRR15461472,5,WXS,302,55288688354,PRJNA752630,SAMN08874666,Model organism or animal,Weimaraner,16908529931,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760766,Illumina NovaSeq 6000,not applicable,cf_DLBCL42,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:07:00Z,1,61RAP,female,SRP332589,not applicable,familiaris,DLBCL,61RAP_DLBCL,tissue sample
SRR15461473,10,WXS,302,56447847706,PRJNA752630,SAMN08874642,Model organism or animal,German shepherd,16956324743,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760765,Illumina NovaSeq 6000,not applicable,cf_DLBCL41,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:21:00Z,1,38GOV,female,SRP332589,not applicable,familiaris,DLBCL,38GOV_DLBCL,tissue sample
SRR15461474,5,WXS,302,55683643652,PRJNA752630,SAMN08874622,Model organism or animal,Poodle,16701011633,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760764,Illumina NovaSeq 6000,not applicable,cf_DLBCL5,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:18:00Z,1,16RIG,male,SRP332589,not applicable,familiaris,DLBCL,16RIG_DLBCL,tissue sample
SRR15461475,6,WXS,302,52686302712,PRJNA752630,SAMN08874663,Model organism or animal,Welsh Corgi,15838341516,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760763,Illumina NovaSeq 6000,not applicable,cf_DLBCL40,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:18:00Z,1,59PIO,female,SRP332589,not applicable,familiaris,DLBCL,59PIO_DLBCL,tissue sample
SRR15461476,9,WXS,302,50952198780,PRJNA752630,SAMN08874662,Model organism or animal,mixed breed,15351514392,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760762,Illumina NovaSeq 6000,not applicable,cf_DLBCL39,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:44:00Z,1,58RIS,male,SRP332589,not applicable,familiaris,DLBCL,58RIS_DLBCL,tissue sample
SRR15461477,12,WXS,302,50263219906,PRJNA752630,SAMN08874661,Model organism or animal,mixed breed,15147090899,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760761,Illumina NovaSeq 6000,not applicable,cf_DLBCL38,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:46:00Z,1,57DIL,male,SRP332589,not applicable,familiaris,DLBCL,57DIL_DLBCL,tissue sample
SRR15461478,5,WXS,302,57861052478,PRJNA752630,SAMN08874660,Model organism or animal,Beagle,17807619710,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760760,Illumina NovaSeq 6000,not applicable,cf_DLBCL37,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:26:00Z,1,56GAL,female,SRP332589,not applicable,familiaris,DLBCL,56GAL_DLBCL,tissue sample
SRR15461479,3,WXS,302,44143501268,PRJNA752630,SAMN08874659,Model organism or animal,Great Dane,13873632706,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760759,Illumina NovaSeq 6000,not applicable,cf_DLBCL36,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:11:00Z,1,55DIA,male,SRP332589,not applicable,familiaris,DLBCL,55DIA_DLBCL,tissue sample
SRR15461480,5,WXS,302,52424616692,PRJNA752630,SAMN08874658,Model organism or animal,Labrador,15770609481,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760758,Illumina NovaSeq 6000,not applicable,cf_DLBCL35,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:54:00Z,1,53GUE,female,SRP332589,not applicable,familiaris,DLBCL,53GUE_DLBCL,tissue sample
SRR15461481,3,WXS,302,68864939804,PRJNA752630,SAMN08874657,Model organism or animal,Rottweiler,20828269677,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760757,Illumina NovaSeq 6000,not applicable,cf_DLBCL34,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:24:00Z,1,52SOL,male,SRP332589,not applicable,familiaris,DLBCL,52SOL_DLBCL,tissue sample
SRR15461482,11,WXS,302,62078318492,PRJNA752630,SAMN08874656,Model organism or animal,German shepherd,19157864769,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760756,Illumina NovaSeq 6000,not applicable,cf_DLBCL33,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:15:00Z,1,50RUZ,female,SRP332589,not applicable,familiaris,DLBCL,50RUZ_DLBCL,tissue sample
SRR15461483,6,WXS,302,60683002690,PRJNA752630,SAMN08874655,Model organism or animal,mixed breed,18564488638,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760755,Illumina NovaSeq 6000,not applicable,cf_DLBCL32,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:07:00Z,1,4DIG,male,SRP332589,not applicable,familiaris,DLBCL,4DIG_DLBCL,tissue sample
SRR15461484,6,WXS,302,54978258628,PRJNA752630,SAMN08874654,Model organism or animal,Golden retriever,17000611637,UNIVERSITY OF PADUA,public,not applicable,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760754,Illumina NovaSeq 6000,not applicable,cf_DLBCL31,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:45:00Z,1,49CAV,female,SRP332589,not applicable,familiaris,DLBCL,49CAV_DLBCL,tissue sample
SRR15461485,15,WXS,302,61661574800,PRJNA752630,SAMN08874621,Model organism or animal,Yorkshire terrier,18619566325,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760753,Illumina NovaSeq 6000,not applicable,cf_DLBCL4,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T13:22:00Z,1,13ZOP,female,SRP332589,not applicable,familiaris,DLBCL,13ZOP_DLBCL,tissue sample
SRR15461486,13,WXS,302,39142226644,PRJNA752630,SAMN08874653,Model organism or animal,mixed breed,12267714851,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760752,Illumina NovaSeq 6000,not applicable,cf_DLBCL30,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:47:00Z,1,48CAS,male,SRP332589,not applicable,familiaris,DLBCL,48CAS_DLBCL,tissue sample
SRR15461487,10,WXS,302,57362935490,PRJNA752630,SAMN08874652,Model organism or animal,Basset hound,17540518288,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760751,Illumina NovaSeq 6000,not applicable,cf_DLBCL29,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:45:00Z,1,47GIA,female,SRP332589,not applicable,familiaris,DLBCL,47GIA_DLBCL,tissue sample
SRR15461488,10,WXS,302,52674063558,PRJNA752630,SAMN08874651,Model organism or animal,Golden retriever,16091765633,UNIVERSITY OF PADUA,public,not applicable,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760750,Illumina NovaSeq 6000,not applicable,cf_DLBCL28,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:33:00Z,1,46MAR,male,SRP332589,not applicable,familiaris,DLBCL,46MAR_DLBCL,tissue sample
SRR15461489,10,WXS,302,51310818646,PRJNA752630,SAMN08874650,Model organism or animal,Fox terrier,15620647061,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760749,Illumina NovaSeq 6000,not applicable,cf_DLBCL27,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:42:00Z,1,45FON,male,SRP332589,not applicable,familiaris,DLBCL,45FON_DLBCL,tissue sample
SRR15461490,4,WXS,302,50084341078,PRJNA752630,SAMN08874649,Model organism or animal,Bloodhound,15147889680,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760748,Illumina NovaSeq 6000,not applicable,cf_DLBCL26,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:07:00Z,1,44GHE,male,SRP332589,not applicable,familiaris,DLBCL,44GHE_DLBCL,tissue sample
SRR15461491,9,WXS,302,51316798850,PRJNA752630,SAMN08874648,Model organism or animal,Dobermann,16150421479,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,SRX11760747,Illumina NovaSeq 6000,not applicable,cf_DLBCL25,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:54:00Z,1,43GIA,female,SRP332589,not applicable,familiaris,DLBCL,43GIA_DLBCL,tissue sample
SRR15461492,13,WXS,302,55338644288,PRJNA752630,SAMN08874646,Model organism or animal,mixed breed,16801168775,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760746,Illumina NovaSeq 6000,not applicable,cf_DLBCL24,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T12:30:00Z,1,41RAI,female,SRP332589,not applicable,familiaris,DLBCL,41RAI_DLBCL,tissue sample
SRR15461493,4,WXS,302,57888862752,PRJNA752630,SAMN08874645,Model organism or animal,German shepherd,17454071408,UNIVERSITY OF PADUA,public,not applicable,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760745,Illumina NovaSeq 6000,not applicable,cf_DLBCL23,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T14:30:00Z,1,40PIN,male,SRP332589,not applicable,familiaris,DLBCL,40PIN_DLBCL,tissue sample
SRR15461494,5,WXS,302,48935442176,PRJNA752630,SAMN08874643,Model organism or animal,Mountain dog,14669501247,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760744,Illumina NovaSeq 6000,not applicable,cf_DLBCL22,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T14:20:00Z,1,39BER,female,SRP332589,not applicable,familiaris,DLBCL,39BER_DLBCL,tissue sample
SRR15461495,7,WXS,302,55849296994,PRJNA752630,SAMN08874641,Model organism or animal,American Staffordshire Terrier,17023443194,UNIVERSITY OF PADUA,public,not applicable,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760743,Illumina NovaSeq 6000,not applicable,cf_DLBCL21,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T14:26:00Z,1,37BEG,male,SRP332589,not applicable,familiaris,DLBCL,37BEG_DLBCL,tissue sample
SRR15461496,14,WXS,300,63018478898,PRJNA752630,SAMN08874620,Model organism or animal,Poodle,20217118475,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX11760742,Illumina NovaSeq 6000,not applicable,cf_DLBCL3,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T15:40:00Z,1,12CAN,female,SRP332589,not applicable,familiaris,DLBCL,12CAN_DLBCL,tissue sample
SRR15461497,4,WXS,302,57001893886,PRJNA752630,SAMN08874640,Model organism or animal,French Bulldog,17288176140,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX11760741,Illumina NovaSeq 6000,not applicable,cf_DLBCL20,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T14:27:00Z,1,36REI,female,SRP332589,not applicable,familiaris,DLBCL,36REI_DLBCL,tissue sample
SRR15461498,10,WXS,302,60799339432,PRJNA752630,SAMN08874639,Model organism or animal,mixed breed,18366381330,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,SRX11760740,Illumina NovaSeq 6000,not applicable,cf_DLBCL19,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T15:26:00Z,1,35ANG,female,SRP332589,not applicable,familiaris,DLBCL,35ANG_DLBCL,tissue sample
SRR15461499,7,WXS,302,51012934906,PRJNA752630,SAMN08874638,Model organism or animal,Golden retriever,15419080522,UNIVERSITY OF PADUA,public,not applicable,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX11760739,Illumina NovaSeq 6000,not applicable,cf_DLBCL18,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T15:10:00Z,1,34BOR,male,SRP332589,not applicable,familiaris,DLBCL,34BOR_DLBCL,tissue sample
SRR15461500,8,WXS,302,33643616004,PRJNA752630,SAMN08874637,Model organism or animal,Golden retriever,10462151013,UNIVERSITY OF PADUA,public,not applicable,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,SRX11760738,Illumina NovaSeq 6000,not applicable,cf_DLBCL17,PAIRED,PCR,GENOMIC,Canis lupus familiaris,ILLUMINA,2022-08-01T00:00:00Z,2021-08-15T14:10:00Z,1,33DIG,female,SRP332589,not applicable,familiaris,DLBCL,33DIG_DLBCL,tissue sample
